 # Time         Temp      Kin     Potencial       E_tot        Pressure
   0.0000000000000000        299.29842305616660        3.7327573129511973       0.87057746336909347        4.6033347763202910        644594220.61071765     
   7.3971513515464502E-004   304.17911843437656        3.7936278353524515       0.87167121526536206        4.6652990506178131        643849234.59337926     
   1.4794302703092900E-003   294.30046515128788        3.6704243286048106       0.80037478156950981        4.4707991101743207        618633699.63920307     
   2.2191454054639351E-003   304.69110263293624        3.8000131438407974       0.81952755005872957        4.6195406938995269        625317640.80712473     
   2.9588605406185801E-003   294.54756573908583        3.6735060906693042       0.78596220114593818        4.4594682918152424        613940942.36159992     
   3.6985756757732251E-003   306.57413818112906        3.8234977804830184       0.88767695391586343        4.7111747343988819        649768436.61516929     
   4.4382908109278701E-003   287.11369659619567        3.5807931751674471       0.81274309280932500        4.3935362679767724        623936596.43064868     
   5.1780059460825156E-003   294.02773002048338        3.6670228604526773       0.88432411341580697        4.5513469738684842        649086173.44224560     
   5.9177210812371601E-003   291.03693125593196        3.6297225437789420       0.82230587149985090        4.4520284152787930        627135918.21554017     
   6.6574362163918056E-003   295.82221324346364        3.6894030998978105       0.91575574784245706        4.6051588477402676        660155689.80204749     
   7.3971513515464502E-003   305.72955404393178        3.8129643884847115       0.79669563162976831        4.6096600201144797        618370362.64860523     
   8.1368664867010956E-003   288.71294461440095        3.6007385015551452       0.81220413555936788        4.4129426371145124        624080919.86876798     
   8.8765816218557402E-003   294.37608363416888        3.6713674189227810       0.73056164085003306        4.4019290597728142        594556310.27930951     
   9.6162967570103848E-003   301.58110264890485        3.7612261864451253       0.82433565081552673        4.5855618372606521        627935444.18193567     
   1.0356011892165031E-002   289.73765140255489        3.6135183275163221       0.85980946872140163        4.4733277962377240        641578614.34159660     
   1.1095727027319676E-002   296.83777574564112        3.7020688811540339       0.87976351610208281        4.5818323972561172        647410697.07281327     
   1.1835442162474320E-002   294.03612823080016        3.6671276003328797       0.88320891424603476        4.5503365145789152        649208992.99256492     
   1.2575157297628965E-002   288.63832692087442        3.5998078927723038       0.80023710739787601        4.4000450001701799        619114891.94620264     
   1.3314872432783611E-002   289.63618541425490        3.6122528751094052       0.84021689801832122        4.4524697731277261        632958257.59228444     
   1.4054587567938256E-002   289.21665561941234        3.6070206293337379       0.90382963835385910        4.5108502676875970        655998398.36065221     
   1.4794302703092900E-002   289.35633902760424        3.6087627175749732       0.83316931972479047        4.4419320372997637        630707162.10942459     
   1.5534017838247545E-002   292.75763765371511        3.6511826614908274       0.80001460887638820        4.4511972703672154        618993747.03493321     
   1.6273732973402191E-002   289.39087048281857        3.6091933831984737       0.80275695457200258        4.4119503377704765        618894791.09107506     
   1.7013448108556834E-002   294.61163551961732        3.6743051491453769       0.90577635001452184        4.5800814991598990        655414938.89167309     
   1.7753163243711480E-002   278.49576927702577        3.4733130525037987       0.81207672682687870        4.2853897793306777        622656487.11690819     
   1.8492878378866123E-002   304.75840837696069        3.8008525602521686       0.84172717888578175        4.6425797391379504        634419113.74347985     
   1.9232593514020770E-002   300.21097793372496        3.7441384149893997       0.82011135795843570        4.5642497729478357        626298103.91086709     
   1.9972308649175416E-002   296.04926558431185        3.6922348264303784       0.80533847957370108        4.4975733060040790        620808370.68542159     
   2.0712023784330062E-002   298.87111899071618        3.7274281088782968       0.82362813889099085        4.5510562477692877        626900326.94920087     
   2.1451738919484705E-002   305.20653555378584        3.8064414637263182       0.82493920198850090        4.6313806657148193        626454758.78199029     
   2.2191454054639351E-002   293.56621277084145        3.6612669601339820       0.81945243118434863        4.4807193913183303        625264432.95731175     
   2.2931169189793998E-002   295.20796268615197        3.6817423570299499       0.81424509538617029        4.4959874524161201        623334449.51227176     
   2.3670884324948641E-002   293.34134691316052        3.6584625027428586       0.79858363674157173        4.4570461394844303        618503877.05285680     
   2.4410599460103287E-002   293.35915401099498        3.6586845873565541       0.88286778580801739        4.5415523731645715        647695233.47138369     
   2.5150314595257930E-002   300.89883985295359        3.7527172159836817       0.82744736330029012        4.5801645792839718        629911289.90095615     
   2.5890029730412576E-002   291.75441364633099        3.6386707621234571       0.81587061330784094        4.4545413754312984        625237524.55257809     
   2.6629744865567222E-002   299.25076480116843        3.7321629339429481       0.76850674585241552        4.5006696797953634        607915362.70016241     
   2.7369460000721865E-002   283.19582243089616        3.5319306609837358       0.82258686884132781        4.3545175298250633        627861683.94378304     
   2.8109175135876512E-002   303.34602669228866        3.7832377729495694       0.83267747706740747        4.6159152500169771        631486135.68748045     
   2.8848890271031154E-002   292.02339745765801        3.6420254449799314       0.89632964803107174        4.5383550930110035        653316654.22211754     
   2.9588605406185801E-002   298.35792411861047        3.7210277012441333       0.83582710714768971        4.5568548083918232        631468932.57724047     
   3.0328320541340447E-002   290.56576565959466        3.6238463122659916       0.87369825671923484        4.4975445689852265        645355762.71866310     
   3.1068035676495090E-002   289.28616934749027        3.6078875830389530       0.82143526020086077        4.4293228432398131        627310309.03660095     
   3.1807750811649736E-002   292.06713708419585        3.6425709520666638       0.83132387350319004        4.4738948255698539        630176910.49025846     
   3.2547465946804383E-002   294.06064810978722        3.6674334046758066       0.81436729215737547        4.4818006968331821        624567402.51276612     
   3.3287181081959022E-002   294.08977852028846        3.6677967101410256       0.78155757559821382        4.4493542857392399        612753204.61545300     
   3.4026896217113668E-002   294.47044893312273        3.6725443137295168       0.77015829883721199        4.4427026125667286        608896130.28373194     
   3.4766611352268315E-002   293.38988790169662        3.6590678909306273       0.85501974597580799        4.5140876369064351        639263425.85509956     
